j,var1,var2,y1,y2,f
1,1,2,-2.6262626262626263,-3.757575757575758,7.539560201505427e-5
1,1,2,-2.545454545454545,-3.757575757575758,8.281981888590855e-5
1,1,2,-2.4646464646464645,-3.757575757575758,9.068533674576036e-5
1,1,2,-2.383838383838384,-3.757575757575758,9.888072980688005e-5
1,1,2,-2.3030303030303028,-3.757575757575758,0.0001072604072577624
1,1,2,-2.2222222222222223,-3.757575757575758,0.00011565110812514887
1,1,2,-2.141414141414142,-3.757575757575758,0.00012386211837998979
1,1,2,-2.0606060606060606,-3.757575757575758,0.00013169779909526645
1,1,2,-1.9797979797979794,-3.757575757575758,0.00013897055948480696
1,1,2,-1.8989898989898988,-3.757575757575758,0.0001455124583954421
1,1,2,-1.8181818181818183,-3.757575757575758,0.00015118414361012423
1,1,2,-1.7373737373737372,-3.757575757575758,0.00015588061567972287
1,1,2,-1.6565656565656566,-3.757575757575758,0.00015953401353204362
1,1,2,-1.575757575757576,-3.757575757575758,0.00016211401582973996
1,1,2,-1.4949494949494948,-3.757575757575758,0.000163626486749338
1,1,2,-1.4141414141414137,-3.757575757575758,0.00016411081552606202
1,1,2,-1.3333333333333337,-3.757575757575758,0.00016363621482867453
1,1,2,-1.2525252525252526,-3.757575757575758,0.00016229716151598824
1,1,2,-1.1717171717171715,-3.757575757575758,0.0001602081364756894
1,1,2,-1.0909090909090908,-3.757575757575758,0.0001574977427055606
1,1,2,-1.0101010101010102,-3.757575757575758,0.0001543021455924761
1,1,2,-0.9292929292929293,-3.757575757575758,0.00015075773308009344
1,1,2,-0.8484848484848486,-3.757575757575758,0.00014699311930690948
1,1,2,-0.767676767676768,-3.757575757575758,0.00014312113475311837
1,1,2,-0.6868686868686869,-3.757575757575758,0.000139232019637696
1,1,2,-0.6060606060606057,-3.757575757575758,0.00013538927684848159
1,1,2,-0.5252525252525251,-3.757575757575758,0.00013162926811106376
1,1,2,-0.44444444444444464,-3.757575757575758,0.00012796470071558394
1,1,2,-0.36363636363636354,-3.757575757575758,0.0001243910322574034
1,1,2,-0.2828282828282829,-3.757575757575758,0.00012089401696590634
1,1,2,-0.2020202020202022,-3.757575757575758,0.0001174564671738752
1,1,2,-0.1212121212121211,-3.757575757575758,0.00011406282103958137
1,1,2,-0.04040404040404,-3.757575757575758,0.0001107010193266471
1,1,2,0.040404040404040664,-3.757575757575758,0.00010736211374671507
1,1,2,0.1212121212121211,-3.757575757575758,0.00010403864149333986
1,1,2,0.20202020202020243,-3.757575757575758,0.00010072296102009861
1,1,2,0.2828282828282829,-3.757575757575758,9.740648643219228e-5
1,1,2,0.3636363636363633,-3.757575757575758,9.40802404774525e-5
1,1,2,0.44444444444444464,-3.757575757575758,9.073657813205568e-5
1,1,2,0.5252525252525251,-3.757575757575758,8.73715021696088e-5
1,1,2,0.6060606060606064,-3.757575757575758,8.398681206882658e-5
1,1,2,0.6868686868686869,-3.757575757575758,8.059141343669132e-5
1,1,2,0.7676767676767673,-3.757575757575758,7.720139602818897e-5
1,1,2,0.8484848484848486,-3.757575757575758,7.383884599813215e-5
1,1,2,0.9292929292929291,-3.757575757575758,7.052967335132251e-5
1,1,2,1.0101010101010104,-3.757575757575758,6.730092726054337e-5
1,1,2,1.0909090909090908,-3.757575757575758,6.417811354959846e-5
1,1,2,1.1717171717171722,-3.757575757575758,6.118294416014843e-5
1,1,2,1.2525252525252526,-3.757575757575758,5.833179191354464e-5
1,1,2,1.333333333333333,-3.757575757575758,5.5634953867753314e-5
1,1,2,1.4141414141414144,-3.757575757575758,5.309668542784578e-5
1,1,2,1.4949494949494948,-3.757575757575758,5.0715872497605954e-5
1,1,2,1.5757575757575761,-3.757575757575758,4.8487156620641944e-5
1,1,2,1.6565656565656566,-3.757575757575758,4.64023051377225e-5
1,1,2,1.737373737373737,-3.757575757575758,4.4451614528703686e-5
1,1,2,1.8181818181818183,-3.757575757575758,4.262514878036801e-5
1,1,2,1.8989898989898988,-3.757575757575758,4.0913650899967246e-5
1,1,2,1.9797979797979801,-3.757575757575758,3.9309028476411786e-5
1,1,2,2.0606060606060606,-3.757575757575758,3.780439848138308e-5
1,1,2,2.141414141414141,-3.757575757575758,3.639376592976077e-5
1,1,2,2.2222222222222223,-3.757575757575758,3.507148243635006e-5
1,1,2,2.3030303030303028,-3.757575757575758,3.3831663564576986e-5
1,1,2,2.383838383838384,-3.757575757575758,3.266772936262922e-5
1,1,2,2.4646464646464645,-3.757575757575758,3.157217769056495e-5
1,1,2,2.545454545454546,-3.757575757575758,3.053662483239199e-5
1,1,2,2.6262626262626263,-3.757575757575758,2.955207696958525e-5
1,1,2,2.7070707070707067,-3.757575757575758,2.860934887767139e-5
1,1,2,2.787878787878788,-3.757575757575758,2.769953092145685e-5
1,1,2,2.8686868686868685,-3.757575757575758,2.6814418279694163e-5
1,1,2,2.94949494949495,-3.757575757575758,2.5946845685858288e-5
1,1,2,3.0303030303030303,-3.757575757575758,2.5090903564895128e-5
1,1,2,3.1111111111111107,-3.757575757575758,2.4242037530222568e-5
1,1,2,3.191919191919192,-3.757575757575758,2.3397048728482356e-5
1,1,2,3.2727272727272725,-3.757575757575758,2.2554018341753068e-5
1,1,2,3.353535353535354,-3.757575757575758,2.171217906345302e-5
1,1,2,3.4343434343434343,-3.757575757575758,2.0871753093453684e-5
1,1,2,3.5151515151515156,-3.757575757575758,2.0033772493726463e-5
1,1,2,3.595959595959596,-3.757575757575758,1.9199894562627675e-5
1,1,2,3.6767676767676765,-3.757575757575758,1.837222228123357e-5
1,1,2,3.757575757575758,-3.757575757575758,1.755313762055096e-5
1,1,2,3.8383838383838382,-3.757575757575758,1.6745153401896e-5
1,1,2,3.9191919191919196,-3.757575757575758,1.5950787446220312e-5
1,1,2,4.0,-3.757575757575758,1.5172460972244969e-5
